job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
4264,11,11.50339014798689,2,1,2,11,1,3,100,7505,1,11,3,217,240,7.506042178518122,2.2617630984737906,6
4265,9,11.72049232712022,2,3,1,16,1,9,0,2334,1,8,7,177,233,6.48768401848461,2.1162555148025524,6
4266,8,11.979134403475477,2,1,0,11,0,9,0,8959,0,12,2,109,123,7.8009820712577405,2.1400661634962708,8
4267,0,10.693716070746637,2,0,0,8,2,8,50,4668,2,0,13,273,314,7.550135342488429,2.1162555148025524,2
4268,12,11.037402632906625,2,0,0,16,2,7,100,1930,0,1,5,217,262,7.477604243197589,1.8870696490323797,0
4269,7,11.460726497426634,2,3,2,10,2,10,100,9371,0,5,7,408,417,7.632885505395133,1.6486586255873816,6
4270,2,11.151123112596677,2,2,2,1,0,1,100,6783,1,3,1,433,447,7.641084249174914,2.0014800002101243,15
4271,2,11.668415247798716,2,2,0,17,1,6,0,6119,1,4,0,234,234,6.734591659972948,1.6094379124341003,3
4272,4,12.296187534972434,0,1,3,6,1,6,50,6086,0,18,1,373,377,7.801800401908973,2.2300144001592104,0
4273,12,11.96568120080641,2,1,0,11,2,11,100,12472,2,14,9,423,437,6.6240652277998935,1.7227665977411035,7
4274,5,10.941571048129415,2,0,1,11,0,3,50,7074,1,0,4,34,92,7.256297239690681,1.7749523509116738,15
4275,7,11.260855036707621,0,2,3,6,2,6,0,10345,1,2,2,339,378,7.425357887027151,2.163323025660538,2
4276,17,11.936007807606451,0,1,3,12,1,8,100,10132,2,14,2,103,121,7.462789157412448,2.1162555148025524,15
4277,9,11.386227811924272,2,2,0,16,2,16,100,12085,2,2,2,428,458,7.801800401908973,2.0918640616783932,5
4278,1,11.35194652554939,1,0,3,18,0,18,100,8884,3,1,12,61,88,6.324358962381311,2.174751721484161,12
4279,12,11.795627658381614,0,1,0,12,2,11,0,4695,2,15,11,369,412,7.283448228756631,2.2823823856765264,0
4280,16,10.841324488831267,2,0,2,2,1,2,0,1208,1,0,12,482,540,7.4067107301776405,1.6094379124341003,13
4281,4,11.064745947854508,2,0,3,1,0,1,100,2723,1,1,10,6,34,7.37650812632622,1.9878743481543455,4
4282,13,11.683123831961872,2,3,2,15,0,15,100,9469,1,6,4,18,56,7.528869256642251,2.2617630984737906,8
4283,2,11.296397482445013,2,3,3,3,2,17,0,12867,0,7,7,229,231,6.661854740545311,1.840549633397487,6
4284,5,10.695325555718965,2,0,1,8,2,8,100,4085,2,0,8,253,262,7.553810852008231,2.2192034840549946,8
4285,12,11.4372424068658,2,0,0,19,0,6,100,6740,2,1,2,383,396,6.92461239604856,2.2823823856765264,4
4286,10,11.36058980366653,0,2,3,7,0,11,50,3908,0,2,13,59,97,6.447305862541213,2.0541237336955462,12
4287,19,11.44802421138653,2,0,3,14,0,14,0,11689,0,1,10,154,162,7.149131598557407,1.9600947840472698,10
4288,5,11.876011811869887,2,3,2,19,1,19,50,8725,1,7,10,484,537,6.634633357861686,1.7404661748405046,1
4289,13,11.142875762083019,2,3,0,1,2,2,100,7934,1,5,7,8,24,7.303843225277705,2.2082744135228043,10
4290,15,11.450262517178146,2,3,2,11,0,11,50,1205,0,6,9,469,480,6.9985096422506015,2.2925347571405443,1
4291,15,11.503723254205429,2,3,0,1,1,1,0,12047,2,6,12,11,56,7.644440761556566,1.8870696490323797,1
4292,2,12.031117887121749,0,1,3,6,2,6,0,11503,3,13,2,325,355,7.57198844937744,1.8718021769015913,7
4293,6,11.304732100608703,2,0,2,14,1,14,0,8473,0,0,7,122,171,7.275172319452771,1.791759469228055,13
4294,11,11.805221874972755,2,3,0,19,2,6,100,7143,1,9,1,53,108,7.642524134232902,2.0794415416798357,3
4295,10,11.956431102909736,2,1,2,15,0,15,0,6777,0,16,13,40,54,7.536363938404511,1.7578579175523736,3
4296,13,11.910815286240656,2,1,0,8,0,8,50,5098,3,19,10,46,66,6.831953565565855,2.2082744135228043,9
4297,5,11.139729076192275,0,0,3,7,1,7,50,2078,2,1,1,23,79,7.698029170272805,1.7578579175523736,11
4298,13,10.429812439749043,2,0,3,3,2,3,50,9138,3,0,11,76,119,6.794586580876499,2.2300144001592104,11
4299,15,11.30010346272789,0,2,2,6,1,17,0,3152,2,3,12,184,197,6.81783057145415,1.824549292051046,10
4300,14,11.274972798002311,2,2,0,14,2,19,50,12755,3,2,13,23,60,7.698936199813447,1.62924053973028,3
4301,14,10.891633721510711,2,2,3,1,1,1,50,10202,0,4,5,481,480,7.365812837209472,1.7227665977411035,3
4302,2,11.195114027536935,2,0,0,2,1,2,100,1592,0,0,5,272,281,7.434847875211999,1.9878743481543455,12
4303,1,10.89295439394344,0,0,1,12,2,12,0,2434,2,0,5,198,202,6.877296071497429,1.9021075263969205,7
4304,15,10.8846292567299,2,0,2,16,1,16,100,7480,1,1,1,181,191,7.501082124259871,2.0014800002101243,10
4305,15,11.496714778922247,2,0,3,17,2,17,50,4036,1,1,11,216,267,7.559038255443384,1.6863989535702288,4
4306,2,11.80680330395902,1,3,1,18,2,4,0,788,2,7,10,304,318,7.703007682479236,1.7749523509116738,2
4307,1,11.125673486281421,2,3,0,3,2,15,50,6951,2,6,6,240,240,7.613818684808629,1.8870696490323797,7
4308,16,11.407476056472662,2,0,3,13,0,13,50,4011,1,0,3,36,35,7.509335266016592,1.916922612182061,0
4309,8,11.679532526656587,0,3,2,6,2,6,0,3522,0,5,3,286,293,6.882437470997847,2.2823823856765264,7
4310,5,11.461421622103114,2,0,2,17,2,17,0,5315,0,1,14,409,413,7.057036981697891,1.8082887711792655,9
4311,14,11.120164318733623,2,2,3,15,1,15,50,6306,1,2,6,323,375,7.769800996003896,2.1041341542702074,8
4312,13,12.207950880541945,2,3,0,17,0,1,100,13125,3,9,1,85,99,6.569481420414296,1.62924053973028,7
4313,7,11.180720112238768,2,0,1,13,2,13,100,1987,3,1,6,379,395,7.445417556701687,1.6486586255873816,7
4314,19,11.472457574414431,2,0,1,19,0,19,0,12594,1,1,12,440,493,7.798933310041217,2.0014800002101243,3
4315,9,11.17988333878818,2,2,0,8,0,8,50,3395,1,3,1,238,250,7.089243155027514,1.8870696490323797,0
4316,6,11.966748897986925,2,3,2,4,2,4,0,10227,0,9,14,27,74,7.105786129481271,2.2300144001592104,1
4317,3,12.16716548321469,0,1,1,6,2,6,100,5593,0,17,12,422,463,7.409136443920128,1.667706820558076,4
4318,5,11.087910497617349,2,3,0,10,2,10,50,7006,2,6,1,433,452,7.3277805384216315,1.9459101490553132,2
4319,7,11.336331474308999,0,2,3,12,2,12,50,11346,0,4,1,175,193,6.660575149839686,1.7404661748405046,6
4320,2,11.139961428322973,2,2,3,15,0,5,50,8643,1,2,5,285,299,6.333279628139691,1.840549633397487,7
4321,12,11.01439066528847,2,2,2,9,2,4,50,10860,0,2,0,410,451,6.429719478039138,1.8562979903656263,15
4322,2,11.483300960570345,2,3,2,15,2,15,50,10380,0,7,14,314,323,7.516977224604321,1.6863989535702288,13
4323,5,11.065919353917192,2,0,2,9,0,9,100,8979,2,0,8,187,226,7.312553498102598,1.9740810260220096,10
4324,18,12.11884670006783,2,1,2,8,0,8,50,9454,1,18,5,431,446,6.345636360828596,2.1400661634962708,14
4325,11,10.690921662285279,2,0,2,8,2,2,0,13039,0,1,7,153,195,7.374629015218945,2.2512917986064953,6
4326,2,12.386730318837426,2,1,2,19,2,19,50,4293,1,13,10,36,74,6.75110146893676,2.1972245773362196,15
4327,0,10.901653158794721,2,0,2,15,1,15,0,7746,1,1,12,85,118,7.729295674310482,1.8718021769015913,14
4328,8,11.179911242520307,0,0,2,7,1,7,50,9046,0,1,13,272,287,7.5822291942764615,2.1400661634962708,15
4329,11,11.073225991189258,2,2,1,11,2,11,100,4921,0,2,7,194,248,6.655440350367647,2.1162555148025524,10
4330,8,11.637662046371554,2,3,3,15,0,15,100,10354,2,5,4,190,208,7.428333194190806,2.2082744135228043,15
4331,0,12.277839665506473,2,1,2,14,2,12,100,7689,2,19,2,393,414,7.529943370601589,1.8870696490323797,10
4332,9,11.272305079604687,2,3,3,10,2,10,0,10486,1,6,8,358,373,7.513163545234075,2.1041341542702074,15
4333,6,11.777448935135965,2,3,3,14,0,14,100,8636,2,7,9,138,170,7.028201432058005,1.62924053973028,0
4334,1,11.597974083676094,2,3,2,11,0,11,0,888,1,6,6,183,212,7.350516171833998,2.163323025660538,6
4335,14,12.280785791672029,2,1,0,0,2,0,50,5272,2,11,12,25,48,7.441906728051625,1.8082887711792655,13
4336,3,11.97219670763692,2,1,0,9,0,7,100,1126,1,14,5,134,179,7.821643126239982,2.0794415416798357,2
4337,16,11.551492118119045,0,3,2,6,1,0,50,117,0,7,4,242,268,7.729735331385051,2.2082744135228043,12
4338,4,11.17671119507274,2,0,1,14,2,10,50,10825,3,0,13,55,96,7.368970402194793,1.7578579175523736,8
4339,2,12.245500068086825,2,1,1,4,2,4,50,6618,3,15,10,300,336,6.876264611890766,2.2512917986064953,10
4340,4,11.241116741674738,2,2,2,9,1,10,100,10355,2,3,8,457,465,7.614312146452,2.066862759472976,15
4341,0,11.249454588433396,2,0,1,4,1,4,0,6929,3,0,7,337,363,6.931471805599453,2.0794415416798357,13
4342,4,12.178716864853651,0,1,2,6,1,6,100,7195,2,10,10,262,286,6.892641641172089,2.0014800002101243,15
4343,14,10.947027485325746,0,0,2,6,1,6,100,6663,2,0,10,92,144,6.6052979209482015,1.7227665977411035,14
4344,6,11.567640897159038,2,3,2,9,1,9,50,4447,2,8,9,363,405,7.081708586105575,2.186051276738094,4
4345,16,12.188000320397427,2,1,2,19,1,5,100,4301,2,15,8,349,383,6.661854740545311,2.2925347571405443,14
4346,7,11.381061253255544,2,2,1,11,0,11,50,7134,2,3,5,145,187,7.351158226430694,1.8562979903656263,14
4347,10,11.01707055213406,2,0,0,15,0,10,50,10392,1,0,9,402,406,7.6577552711348655,1.7047480922384253,1
4348,12,12.279810906491992,0,1,3,12,1,14,50,7089,1,19,5,484,531,7.526178913346146,1.6486586255873816,2
4349,6,11.40896397022611,2,3,2,10,1,10,50,12276,2,9,12,449,499,6.432940092739179,1.7227665977411035,13
4350,11,11.659939309494135,0,2,1,6,0,1,50,4176,1,4,3,5,17,7.428927194802272,2.1041341542702074,12
4351,15,11.432539365010976,2,0,2,13,0,13,0,1905,3,0,11,405,457,7.4673710669175595,2.186051276738094,5
4352,15,10.407711432667556,2,0,1,11,2,11,100,9034,1,1,14,339,382,7.261225091971921,2.0014800002101243,14
4353,3,11.43394719058652,2,3,2,10,2,10,50,7437,2,9,3,243,275,7.794823152179389,2.2617630984737906,11
4354,8,11.8253611237632,0,3,0,12,2,12,0,6878,0,9,9,227,258,6.452048954437226,2.1041341542702074,9
4355,18,11.422179851663483,1,0,3,18,0,18,50,82,2,0,6,80,103,7.462789157412448,2.151762203259462,0
4356,18,11.811465871756802,1,1,2,18,2,18,100,12794,0,16,1,130,149,6.359573868672378,1.9315214116032138,9
4357,6,11.062614653070211,1,0,3,18,2,6,100,10898,1,0,4,298,318,7.2909747781429814,2.028148247292285,14
4358,10,11.115428526511241,2,2,1,8,1,10,50,6530,0,4,7,32,74,6.933423025730715,1.6863989535702288,6
4359,14,10.996132069424446,2,2,3,9,2,9,50,3227,0,4,4,472,486,7.8050670442584895,1.9878743481543455,13
4360,2,10.55708796679324,2,0,3,11,1,16,50,5702,3,0,4,335,392,7.796880342783522,2.2823823856765264,6
4361,6,12.063344809236686,1,1,3,18,2,18,100,12173,0,14,12,116,154,7.550135342488429,1.9315214116032138,6
4362,0,12.212114357576317,2,3,0,13,0,4,100,606,2,5,4,391,427,7.781138509845015,2.1041341542702074,4
4363,13,11.043785462691345,2,2,3,15,0,15,0,4632,3,2,4,282,281,6.489204931325317,1.840549633397487,8
4364,18,10.943181055288761,2,2,2,8,2,8,50,3164,0,4,9,390,397,7.336936913707618,1.8718021769015913,10
4365,3,12.280813631574036,2,1,0,0,1,18,50,696,0,15,3,20,29,6.8308742346461795,2.302585092994046,4
4366,11,12.242814326883277,2,3,2,17,1,17,50,626,2,5,6,351,386,7.325807502595773,2.0149030205422647,14
4367,5,12.19872572286712,2,1,0,19,1,19,0,2437,0,14,2,411,419,7.340186835320115,2.186051276738094,12
4368,11,11.385694184894186,2,1,1,5,2,5,50,6445,0,15,9,349,385,7.173958319756794,1.9315214116032138,4
4369,15,11.46607491852557,2,3,0,16,2,16,100,2750,0,5,9,471,519,7.353081920515432,1.8082887711792655,6
4370,6,11.62238058627707,2,2,3,17,1,14,0,7195,0,3,3,407,461,7.266128779556451,2.2082744135228043,14
4371,3,11.975394530546126,2,3,1,4,0,4,0,7167,3,8,13,266,271,7.711548979629146,2.2823823856765264,8
4372,14,10.560903923140275,2,0,1,9,2,9,50,3945,3,1,3,421,431,6.895682697747868,2.174751721484161,8
4373,16,11.48229098439413,2,2,0,0,2,0,50,10442,3,2,9,112,113,7.649216319820633,1.9600947840472698,10
4374,4,12.022101729290435,2,1,3,15,0,0,50,1835,1,15,1,86,127,7.101675971619444,1.9740810260220096,10
4375,2,12.182788665351158,2,3,2,19,0,8,50,12280,3,7,1,54,73,6.304448802421981,1.9021075263969205,3
4376,10,11.353226086212553,2,0,1,16,0,16,100,13141,3,0,3,289,345,7.6953031349635665,1.6863989535702288,3
4377,11,11.116216906134532,2,3,2,15,2,15,0,6111,1,8,0,7,18,6.921658184151129,1.9878743481543455,13
4378,7,11.934919875029603,2,3,1,19,1,19,0,382,1,6,2,297,307,7.118826249062078,1.9459101490553132,6
4379,12,10.942615194369345,2,2,1,3,1,0,100,3681,1,4,2,466,471,7.774435510302958,1.916922612182061,12
4380,7,12.26841813873888,2,1,3,16,0,16,50,247,0,17,1,415,415,7.666690200080086,2.0794415416798357,14
4381,6,11.62638806988103,2,2,3,17,2,17,0,11675,1,3,12,5,58,7.199678345691172,2.2512917986064953,7
4382,9,12.375511576493114,0,1,2,12,2,12,100,9720,3,14,0,271,300,7.246368080102461,2.1162555148025524,3
4383,12,11.78095824836892,2,1,1,9,1,9,50,10658,2,18,9,48,64,7.560601162768557,2.302585092994046,0
4384,16,11.801384735325462,1,2,1,18,0,18,100,7217,2,4,10,293,337,7.295735072749282,2.0412203288596382,14
4385,2,10.787544307076562,2,0,3,1,1,1,100,265,1,1,11,119,164,7.707512194600341,2.2617630984737906,1
4386,3,11.07668151066948,2,2,1,1,2,1,0,9973,1,4,13,159,188,6.769641976852503,2.1972245773362196,3
4387,16,11.265796550905508,0,0,3,12,1,12,50,9850,3,0,8,68,119,7.793586803371584,1.6486586255873816,1
4388,3,11.962796537499058,2,3,2,17,2,17,100,982,1,7,13,293,323,7.643961949002529,1.8718021769015913,4
4389,0,11.693178216595072,2,1,2,15,0,17,100,9570,0,15,13,424,453,7.745435610274381,2.066862759472976,6
4390,3,10.683408581878112,2,0,1,8,1,8,50,10264,0,1,6,393,422,7.656337166430183,1.8870696490323797,15
4391,7,11.923935173333744,0,3,1,6,0,11,0,7858,1,8,8,223,233,7.791109510610028,1.62924053973028,7
4392,4,10.915542906394663,2,2,0,10,2,0,50,6051,0,4,12,76,78,7.43955930913332,2.1972245773362196,9
4393,8,11.567470466822025,2,3,3,5,0,5,0,5799,2,7,12,102,159,7.796469243086058,2.2617630984737906,5
4394,1,11.91131224740061,2,3,2,14,0,14,50,2297,2,5,7,114,119,7.0587581525186645,1.8718021769015913,14
4395,12,10.664760562143673,2,0,1,9,2,9,100,43,0,0,12,42,84,6.306275286948016,1.840549633397487,12
4396,2,10.565273056653059,2,0,2,1,1,3,50,7786,2,0,3,446,453,7.792761720816526,2.2512917986064953,5
4397,1,11.596209069106965,2,0,0,13,0,13,50,10277,2,0,10,280,293,7.4770384723196965,2.163323025660538,4
4398,17,11.516648525770352,2,2,0,14,2,14,100,5213,3,3,1,289,307,7.591861714889934,1.62924053973028,10
4399,18,10.796857601025716,2,0,3,9,1,16,100,6837,2,1,10,479,508,7.549082710812286,1.824549292051046,5
4400,16,10.934819787720961,2,0,1,2,0,2,0,11611,2,0,10,453,476,7.129297548929373,2.1162555148025524,0
4401,16,11.4865609555389,2,2,3,0,1,0,0,11063,2,2,7,284,343,7.684324067681155,1.9315214116032138,15
4402,18,11.262975819235512,2,2,3,15,0,15,50,7049,0,2,14,140,141,7.554858521040676,1.8562979903656263,10
4403,6,11.512315278844534,2,3,1,8,0,9,0,11467,3,9,9,468,492,7.459338895220296,2.0014800002101243,9
4404,7,12.19237931839817,2,3,1,13,0,13,50,9663,2,9,5,51,99,6.825460036255307,2.1041341542702074,14
4405,13,10.907257885099419,2,0,2,1,0,1,0,11547,2,1,13,330,339,6.621405651764134,1.7578579175523736,4
4406,6,12.302827236216123,2,1,3,16,0,16,50,8877,3,17,8,359,382,6.844815479208263,2.1972245773362196,10
4407,16,11.535752924609598,2,3,1,14,2,14,100,6942,1,7,2,435,490,6.950814768442584,1.7749523509116738,4
4408,17,11.702206084552653,2,3,3,15,0,15,50,13152,2,8,0,341,389,7.419380582918692,1.840549633397487,3
4409,2,11.141136883221447,2,0,0,2,0,8,0,2613,3,0,14,312,317,7.027314514039777,1.7404661748405046,11
4410,9,10.783342489769069,2,0,3,5,2,5,50,2167,1,0,1,335,374,6.698268054115413,2.2082744135228043,10
4411,12,10.535264520896195,2,0,1,8,1,8,0,4542,1,0,2,333,344,6.853299093186078,2.066862759472976,2
4412,18,11.75419965835672,2,3,2,0,1,0,50,3177,2,6,0,239,249,7.2399325913204695,1.7404661748405046,14
4413,17,11.670501699451345,2,3,2,16,1,10,50,3049,2,6,14,240,256,7.561121589530238,1.791759469228055,4
4414,2,10.714506653690963,2,0,3,3,1,3,0,3799,2,0,0,90,134,7.385851078125209,1.791759469228055,13
4415,3,11.392406189220964,2,0,3,4,2,3,0,5790,1,1,2,222,252,6.8885724595653635,1.9021075263969205,6
4416,13,12.240367786406129,2,1,1,1,0,9,50,1843,1,11,5,484,529,7.796880342783522,2.128231705849268,7
4417,16,11.138202924196579,2,2,0,1,1,1,50,9019,1,4,2,106,160,7.510977752014095,1.9878743481543455,4
4418,8,10.846069618364352,2,2,3,9,1,8,100,7262,1,4,14,245,258,7.618251097876695,2.2617630984737906,6
4419,12,11.561829908323832,2,3,1,9,1,9,100,107,2,6,7,336,365,6.97914527506881,1.667706820558076,13
4420,15,11.989054048329464,2,3,1,2,0,2,0,8678,1,6,6,204,220,7.1284959456800365,2.2512917986064953,11
4421,8,11.076913516671743,2,0,1,14,0,14,100,6397,1,1,1,51,88,6.802394763324311,2.186051276738094,15
4422,19,11.925803032793846,2,1,1,5,0,5,0,11256,3,16,7,197,207,7.362010551259734,2.1972245773362196,6
4423,4,11.450581866559727,2,3,0,1,0,1,100,12688,1,8,10,131,144,6.860663671448287,2.2407096892759584,9
4424,2,11.731811967898317,2,1,2,5,1,5,0,6619,1,16,13,312,342,6.338594078203183,2.174751721484161,3
4425,1,12.209820613116651,0,1,0,7,0,7,100,9212,3,16,12,78,105,7.790282380703483,1.6486586255873816,8
4426,11,11.058842427859304,2,2,1,10,2,10,50,2539,3,3,2,423,463,7.401231264413015,2.272125885509337,1
4427,11,12.230638420808742,2,1,0,19,2,13,0,4470,2,14,9,117,156,7.532623618788788,2.1162555148025524,0
4428,11,10.7243901015638,2,0,1,9,1,9,0,4084,3,0,1,469,503,7.534228326274089,1.7047480922384253,1
4429,12,11.047694428762629,2,2,1,5,1,16,100,4277,2,2,9,400,408,7.776954403322442,2.128231705849268,1
4430,15,11.064135232123691,2,0,3,10,0,10,100,4248,3,0,6,36,67,7.818430272070656,1.9459101490553132,7
4431,15,11.516887605315247,2,2,2,4,2,4,0,2869,1,3,8,250,296,7.249925536717988,1.8562979903656263,15
4432,18,11.303512220104277,2,3,1,3,1,3,50,4286,1,6,1,398,422,7.239214973779806,1.7749523509116738,4
4433,7,10.905588940823394,2,2,1,1,2,1,100,7609,0,3,2,111,111,6.637258031284457,2.2512917986064953,14
4434,3,10.896554123212333,0,0,0,12,2,12,100,764,3,0,0,286,300,7.124478262493424,2.028148247292285,10
4435,18,11.127924529994418,2,2,1,0,2,0,100,11451,2,3,5,152,171,7.521859252201629,1.791759469228055,7
4436,19,12.407547108793514,2,1,3,17,1,17,0,9592,0,11,12,435,479,7.013915474810528,2.028148247292285,4
4437,6,11.091559607330387,2,2,0,3,2,3,50,1796,3,4,11,109,162,7.430707082545968,2.0541237336955462,3
4438,12,11.581312819835654,2,2,3,14,1,14,50,1606,3,2,7,102,115,7.8050670442584895,2.0541237336955462,1
4439,2,11.228464864667211,2,0,2,13,1,13,50,10530,2,0,11,286,332,6.699500340161678,1.840549633397487,8
4440,8,11.561648960250674,0,3,0,7,2,7,50,10243,0,7,4,263,263,6.52649485957079,2.272125885509337,4
4441,14,11.394389646043603,2,2,2,14,2,8,100,9989,1,3,9,368,370,7.6093665379542115,2.028148247292285,9
4442,16,11.964211253326196,1,1,1,18,2,18,50,3786,2,18,14,204,214,7.138866999945524,1.8870696490323797,3
4443,15,11.135479138929584,2,2,3,10,0,10,0,1509,3,3,3,194,220,7.697575346802343,2.0918640616783932,5
4444,19,11.899676553034269,2,2,1,17,0,17,100,8041,3,4,9,309,342,6.302618975744905,2.2823823856765264,14
4445,8,12.08730037073806,0,1,0,12,1,12,100,4227,1,16,0,368,371,6.931471805599453,1.9021075263969205,13
4446,7,11.644506206310984,2,2,0,4,0,4,50,646,0,2,2,384,416,7.546446273746024,2.1400661634962708,3
4447,2,12.087035699056104,2,3,2,14,0,14,0,514,3,6,9,204,210,6.911747300251674,2.0149030205422647,11
4448,16,11.943278288586171,0,1,0,7,1,16,100,10981,3,13,1,126,135,7.656810091480378,1.7227665977411035,11
4449,13,11.955564320831884,2,1,2,11,2,4,100,7467,2,15,10,138,189,7.581719640125308,1.8870696490323797,4
4450,14,11.495738613547408,2,3,2,11,0,11,50,5635,1,7,5,284,295,7.647308832356238,2.0412203288596382,7
4451,18,11.745226954069203,2,1,0,9,0,1,50,2757,2,12,10,85,115,7.510430556378006,1.9878743481543455,13
4452,2,11.597027614257723,0,2,2,7,0,7,50,1637,1,2,6,243,301,6.300785794663244,2.1162555148025524,12
4453,4,11.472697044250184,2,1,1,1,2,1,50,5285,1,16,13,378,381,6.906754778648554,1.6094379124341003,2
4454,15,12.080016103614135,1,1,3,18,2,18,50,8164,0,10,12,151,180,7.266827347520591,2.2823823856765264,5
4455,3,10.759518595997553,2,0,0,15,2,15,50,3991,3,1,14,352,400,6.329720905522696,2.2823823856765264,11
4456,10,10.889248375343252,2,2,3,1,2,1,50,4613,0,3,1,308,345,7.661527081358517,1.8718021769015913,13
4457,11,11.63342480812084,0,3,2,12,2,16,100,11229,2,8,1,396,400,7.768533300926033,1.916922612182061,2
4458,7,11.791178220817342,2,1,0,5,1,5,50,7210,2,15,1,29,80,7.324489979348532,1.8562979903656263,13
4459,1,12.233347287665055,2,1,2,10,0,10,100,10116,1,13,1,241,287,7.1372784372603855,1.9021075263969205,14
4460,16,10.849298250946275,2,0,2,5,1,18,50,3005,0,0,7,121,142,6.369900982828227,2.066862759472976,5
4461,15,12.013931029397348,0,3,2,6,0,6,0,847,3,8,6,299,351,6.643789733147672,1.8870696490323797,5
4462,16,11.29271510763346,2,3,2,11,2,18,0,309,1,5,1,10,53,7.8083230503910555,1.8870696490323797,13
4463,19,10.861821932407963,2,2,3,15,2,15,0,473,0,3,8,166,208,7.297091005160418,1.62924053973028,14
4464,9,11.097213031910515,2,2,2,8,1,8,100,640,1,4,13,229,278,6.97914527506881,2.2617630984737906,4
4465,3,11.237935834932408,2,3,2,9,1,9,50,8104,3,7,8,215,236,7.705262474866325,1.7047480922384253,14
4466,5,12.124086801188797,2,1,3,1,0,1,50,4919,3,19,10,460,503,6.715383386334681,2.1041341542702074,1
4467,19,11.885364500128317,0,3,1,12,1,12,50,5239,2,9,0,53,110,7.01571242048723,1.916922612182061,6
4468,0,10.996132069424446,2,0,1,16,2,3,0,5322,2,0,11,310,343,7.094234845924755,1.840549633397487,3
4469,10,10.944329475454024,2,2,1,1,1,1,100,10384,3,2,12,92,117,7.738488122494646,2.028148247292285,15
4470,5,11.824380214806592,0,3,2,12,1,12,0,9276,0,6,6,460,461,7.463936604468925,2.1400661634962708,6
4471,15,11.264823015614823,0,2,1,12,2,12,100,3390,1,3,1,396,454,7.8156105320351905,2.0541237336955462,6
4472,8,10.517239732281821,2,0,3,10,2,19,50,6006,0,0,1,384,431,7.772752716468742,1.8082887711792655,1
4473,5,10.682583045232438,0,0,0,6,2,1,50,11091,2,1,4,44,97,6.787844982309579,2.272125885509337,1
4474,2,11.918410572878395,2,1,3,9,1,9,100,3240,1,19,11,440,452,7.1731917424865985,1.7404661748405046,10
4475,3,11.342469235935026,2,3,0,9,1,13,0,446,1,9,11,471,491,7.242797922793756,2.2407096892759584,7
4476,9,11.378891088727794,2,2,1,2,0,2,50,8777,3,2,2,453,509,7.640603826393634,1.791759469228055,11
4477,1,12.38943116449297,2,1,1,2,0,2,100,12912,2,18,14,397,410,7.515344571180436,2.2082744135228043,8
4478,14,11.135420795021401,2,2,1,2,2,2,0,6617,2,4,9,51,75,6.535241271013659,1.916922612182061,12
4479,14,11.171054682387217,2,2,0,8,0,5,0,5014,2,4,6,43,49,7.621195162809845,2.2512917986064953,2
4480,10,10.580911772630838,2,0,1,11,1,11,0,9059,2,0,3,57,67,6.637258031284457,2.0412203288596382,3
4481,6,11.285095951665305,2,3,1,9,2,8,0,9234,2,8,7,307,306,7.807510042216193,1.9315214116032138,6
4482,2,10.552395447950312,2,0,3,15,2,15,50,7770,2,1,6,101,157,7.691200097522863,1.6863989535702288,10
4483,13,11.96690768409919,2,3,2,16,0,16,50,12924,2,5,3,13,55,6.92951677076365,1.7578579175523736,1
4484,12,11.194687960473033,2,0,2,2,0,2,0,4478,1,1,8,317,354,6.395261598115449,2.066862759472976,8
4485,10,11.748582396352624,2,1,0,11,2,11,50,10833,0,18,7,123,127,7.093404625868766,2.2407096892759584,9
4486,13,11.389027521313944,2,0,0,13,0,12,0,10373,2,0,8,196,213,7.774015077250727,2.0541237336955462,13
4487,13,12.10903297101169,2,3,3,17,0,16,0,3589,2,6,9,56,67,6.2878585601617845,1.9878743481543455,1
4488,16,11.622120618995625,2,3,2,2,2,2,0,11410,3,5,6,376,413,7.688455356549944,2.2512917986064953,0
4489,11,11.440741794006959,2,0,1,17,0,17,50,6023,2,0,0,209,257,7.701200180857446,1.6486586255873816,2
4490,7,11.487464056932355,2,2,0,17,2,17,50,1175,1,3,10,462,468,7.392647520721623,1.7404661748405046,2
4491,6,11.868044198641654,2,2,0,4,0,4,50,6457,2,2,10,190,195,7.422373700986824,2.0794415416798357,6
4492,15,11.48256934495533,2,3,3,15,2,15,100,12226,2,9,6,39,42,7.379008127628304,2.163323025660538,4
4493,5,11.689136725199509,2,1,1,11,2,8,0,5716,1,11,4,167,213,6.594413459749778,2.2082744135228043,6
4494,19,11.486725216467754,2,3,1,16,2,14,50,2780,1,5,5,438,466,6.9584483932976555,1.840549633397487,7
4495,18,10.9425090597906,2,2,0,11,1,11,100,7066,0,4,7,240,285,7.166265974133638,2.1972245773362196,6
4496,9,11.396807292659442,2,2,2,10,0,10,50,2563,2,2,11,123,128,7.813187267521416,2.186051276738094,11
4497,16,11.686677071081116,2,3,3,16,0,16,100,6739,0,8,4,351,362,6.952728644624869,2.2407096892759584,5
4498,0,11.707891739297262,2,3,0,19,2,19,100,471,2,8,8,104,126,7.534762657037537,1.824549292051046,1
4499,13,11.530893076320679,2,0,1,4,0,4,100,7846,2,1,4,17,73,7.745435610274381,1.8082887711792655,10
